DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0411-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2020-000211,Tropical storm Linfa,VNM,Viet Nam,South-eastern Asia,Asia,"Da Nang, Ha Tinh, Quang Bình, Quang Nam, Quang Tri, Thua Thien-Hue, Nghe An, Da Nang, Quang Nam, Quang Ngai, Binh Dinh, Kon Tum, Gia Lai, Dak Lak, Lam Dong, Phu Yen provinces",,Flood,No,Yes,No,,,Kph,,,,2020,10,6,2020,11,3,243,,1500000,,1500000,,,,,850000,1030232,82.5056838488024,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2020-10-13,2023-09-25
2020-0425-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Nangka' (Nika),VNM,Viet Nam,South-eastern Asia,Asia,"Nam Dinh, Ninh Bình, Thanh Hóa provinces",,,No,No,No,,85,Kph,,,,2020,10,13,2020,10,14,2,,67855,2925,70780,,,,,,,82.5056838488024,"[{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2020-12-14,2025-03-18
2020-0462-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Noul' (Leon),VNM,Viet Nam,South-eastern Asia,Asia,Da Nang,,,No,No,No,,85,Kph,,,,2020,9,18,2020,9,21,6,,125000,,125000,,,,,33000,39997,82.5056838488024,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""}]",2020-10-21,2023-09-25
2020-0470-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000234,Typhoon 'Molave' (Quinta),VNM,Viet Nam,South-eastern Asia,Asia,Quang Nam,,"Slide (land, mud, snow, rock)",No,No,No,,145,Kph,,,,2020,10,29,2020,10,29,41,,450000,,450000,,,,,540000,654500,82.5056838488024,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2020-11-04,2025-06-25
2020-0501-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000225|GLIDE:TC-2020-000235,Tyhoon 'Ulysses' (Vamco),VNM,Viet Nam,South-eastern Asia,Asia,"Ha Thinh, Quang Binh, Quang Tri, Thua Thien Hue Province",,Flood,No,No,No,,130,Kph,,,,2020,11,15,2020,11,15,,,,,,,,,,,,82.5056838488024,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2020-11-24,2025-07-18
2020-0542-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Etau' (Tonyo),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Bình Dinh, Khánh Hòa, Phú Yên",,Flood,No,No,No,,85,Kph,,,,2020,11,10,2020,11,10,2,,5000,,5000,,,,,5260,6375,82.5056838488024,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2020-12-10,2023-09-25
2020-0558-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Vicky' (Krovanh),VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2020,12,21,2020,12,21,1,4,,,4,,,,,,,82.5056838488024,,2020-12-23,2023-09-25
2021-0171-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2021,3,22,2021,3,23,,,,1000,1000,,,,,,,86.3816569410958,,2021-04-12,2023-09-25
2021-0217-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Minh Luong Commune, Viet Tien (Van Ban District, Lao Cai province); Bac Quang (Ha Giang province); Tan Dong (Yen Bai Province), Ha Giang Province",Heay rains,,No,No,No,,,Km2,,,,2021,4,16,2021,4,19,3,,180,,180,,,,,,,86.3816569410958,"[{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm2_code"":32671,""adm2_name"":""Tran Yen""},{""adm2_code"":32447,""adm2_name"":""Van Ban""}]",2021-04-19,2023-09-25
2021-0327-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Koguma',VNM,Viet Nam,South-eastern Asia,Asia,"Thai Binh, Ha Nam, Nam Dinh provinces",,Flood,No,No,No,,90,Kph,,,,2021,6,12,2021,6,13,1,,750,,750,,,,,10000,11577,86.3816569410958,"[{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""}]",2021-06-22,2023-09-25
2021-0595-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000136,Tropical cyclone 'Conson' (Jolina),VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2021,9,12,2021,9,12,2,,310,,310,,,,,,,86.3816569410958,,2021-09-17,2025-06-25
2021-0632-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Northern and central regions,"Heavy rains, tropical cyclone DIANMU","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,9,23,2021,9,27,3,3,13600,,13603,,,,,,,86.3816569410958,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2021-09-29,2024-04-23
2021-0698-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Twe',VNM,Viet Nam,South-eastern Asia,Asia,"Binh Son district (Quang Ngai); Nui Thanh, Thang Binh and Phu Ninh districts (Quang Nam)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,10,22,2021,10,27,5,,82500,,82500,,,,,7500,8682,86.3816569410958,"[{""adm2_code"":32518,""adm2_name"":""Thang Binh""},{""adm2_code"":32524,""adm2_name"":""Nui Thanh""},{""adm2_code"":32527,""adm2_name"":""Tam Ky Township""},{""adm2_code"":32532,""adm2_name"":""Binh Son""}]",2021-10-29,2023-09-25
2021-0763-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Quang Ngai, Binh Dinh, Dak Lak, Kon Tum, Phu Yen Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,11,27,2021,11,30,18,,300000,,300000,,,,,,,86.3816569410958,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2021-11-30,2023-09-25
2021-0813-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000202,Typhoon 'Rai' (Odette),VNM,Viet Nam,South-eastern Asia,Asia,Quang Ngai city; Binh Duong province; Nghe An province,,,No,No,No,,,Kph,,,,2021,12,19,2021,12,19,3,,,,,,,,,9000,10419,86.3816569410958,"[{""adm1_code"":3334,""adm1_name"":""Binh Duong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2022-01-03,2023-09-25
2022-0172-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tuyen Quang,Bac Kan and Cao Bang provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,22,2022,3,23,,1,225,,226,,,,,,,93.29460735164,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""}]",2022-03-25,2023-09-25
2022-0292-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Cao Bang, Yen Bai, Lang Son, Quang Ninh, Ha Giang, Bac Kan, Dien Bien",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,5,9,2022,5,13,9,,500,,500,,,,,,,93.29460735164,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""}]",2022-05-16,2023-09-25
2022-0320-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tuyen Quang, Hoa Binh, Dien Bien, Cao Bang, Vinh Phuc, Ha Giang, Yen Bai, Lao Cai, Thai Nguyen, Phu Tho, and Hanoi",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,5,21,2022,5,30,13,4,2550,,2554,,,,,,,93.29460735164,"[{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""}]",2022-05-30,2023-09-26
2022-0515-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000292,,VNM,Viet Nam,South-eastern Asia,Asia,Dak Lak,"Heavy rains, Tropical Depression Mulan",,No,No,No,,,Km2,,,,2022,8,14,2022,8,16,10,,,,,,,,,,,93.29460735164,"[{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2022-08-16,2023-09-26
2022-0613-VNM,No,nat-met-sto-sur,Natural,Meteorological,Storm,Storm surge,GLIDE:TC-2022-000318,Tropical cyclone 'Noru' (Karding),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Tri, Thua Thien, Hue, Da Nang, Quang Nam, Kon Tum provinces",,Flood,No,No,No,,,Kph,,,,2022,9,28,2022,9,29,2,62,53550,800,54412,,,,,,,93.29460735164,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2022-09-30,2023-09-26
2022-0667-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghia Hanh and Duc Pho Districts (Quang Ngai province); Quang Nam,Thua Thien Hue",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,10,10,2022,10,11,2,,10000,,10000,,,,,,,93.29460735164,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm2_code"":32533,""adm2_name"":""Duc Pho""},{""adm2_code"":32536,""adm2_name"":""Nghia Hanh""}]",2022-10-13,2023-09-26
2022-0676-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000339,Tropical storm 'Sonca',VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien Hue, Quang Tri, Quang Binh and Da Nang Provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,10,13,2022,10,15,19,110,436868,,436978,,,,,65000,69672,93.29460735164,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2022-10-17,2023-09-26
2022-0795-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Quang Tri, Phu Yen, Phu Loc district (Thua Thien Hue) provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,12,1,2022,12,4,5,,10495,,10495,,,,,1500,1608,93.29460735164,"[{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm2_code"":32626,""adm2_name"":""Phu Loc""}]",2022-12-08,2023-09-26
2023-0263-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Cao Bang, Lao Cai, Yen Bai, Phu Tho, Dien Bien, Tuyen Quang, and Thai Nguyen provinces",Heavy rains,Hail|Lightening,No,No,No,,,Km2,,,,2023,4,28,2023,4,30,,,6540,,6540,,,,,,,97.1349926368752,,2023-05-02,2024-02-28
2023-0450-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Talim',VNM,Viet Nam,South-eastern Asia,Asia,Kien Giang Province,,,No,No,No,,,Kph,,,,2023,7,14,2023,7,17,1,3,,,3,,,,,,,97.1349926368752,,2023-07-24,2023-09-26
2023-0488-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Lam Dong Province (central Vietnam), Binh Thuan Province (south-eastern Vietnam) and Bac Lieu Province (southern Vietnam)",,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2023,7,30,2023,7,31,7,,1730,445,2175,,,,,,,97.1349926368752,,2023-07-31,2024-02-28
2023-0518-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2023-000136,,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Chau, Yen Bai, Son La, Lao Cai, Dien Bien, Thai Nguyen, Gia Lai, Dak Lak, Dak Nong, and Lam Dong provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,8,4,2023,8,7,15,8,214527,,214535,,,,,,,97.1349926368752,,2023-08-09,2024-08-27
2023-0635-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Yen Bai, Thai Nguyen et Tuyen Quang provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2023,10,6,2023,10,7,2,,1900,,1900,,,,,,,97.1349926368752,,2023-10-09,2024-10-28
2023-0754-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Tri, Thua Thien Hue and Ha Tinh Provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2023,11,13,2023,11,14,5,,80000,,80000,,,,,,,97.1349926368752,,2023-11-16,2023-12-07
2024-0272-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Ha Giang, Cao Bang, Bac Kan, Tuyen Quang, Phu Tho, Thai Nguyen and Quang Ninh",,Flood|Lightening,No,No,No,,,Kph,,,,2024,4,30,2024,5,2,1,,8320,,8320,,,,,10000,10000,100,,2024-05-02,2025-01-28
2024-0275-VNM,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,°C,,,,2024,4,,2024,5,,,,,,,,,,,,,100,,2024-05-03,2025-03-03
2024-0291-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Thai Nguyen, Phu Tho, Quang Ninh, and Hanoi provinces",,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2024,5,12,2024,5,13,3,,2128,,2128,,,,,,,100,,2024-05-14,2024-06-12
2024-0358-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Dien Bien, Lao Cai, Ha Giang, Yen Bai, Cao Bang, Lang Son, Thai Nguyen, Bac Giang, Quang Ninh and Hai Phong",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2024,6,9,2024,6,10,3,,9628,,9628,,,,,,,100,,2024-06-12,2024-06-14
2024-0393-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Ha Giang, Tuyen Quang, Cao Bang, Thai Nguyen, and Binh Duong",,Flood|Lightening,No,No,No,,,Kph,,,,2024,6,17,2024,6,18,7,1,400,,401,,,,,,,100,,2024-06-19,2024-06-24
2024-0479-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ta Mo village (Bac Me district, Ha Giang province)","Heavy rain, tropical depression Three",,No,No,No,,,,,,,2024,7,12,2024,7,13,11,4,230,,234,,,,,,,100,,2024-07-15,2024-07-17
2024-0654-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000161,Typhoon 'Yagi' (Enteng),VNM,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Quang Ninh, Hai Phong, Cao Bang, Tuyen Quang provinces",,"Flood|Slide (land, mud, snow, rock)",No,Yes,Yes,,280,Kph,,,,2024,9,6,2024,9,7,345,1978,3600000,,3601978,,,,,2000000,2000000,100,,2024-09-23,2025-01-13
2024-0695-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Soulik',VNM,Viet Nam,South-eastern Asia,Asia,Quảng Bình province,,,No,No,No,,,Kph,,,,2024,9,15,2024,9,19,3,,1850,,1850,,,,,,,100,,2024-10-17,2024-10-28
2024-0777-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TEC-2024-000193,Tropical cyclone 'Trami' (Kristine),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Quang Nam, Quang Tri provinces",,Flood,No,No,No,,75,Kph,,,,2024,10,25,2024,10,30,6,5,143424,,143429,,,,,20600,20600,100,,2024-10-28,2025-01-21
2024-9277-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,VNM,Viet Nam,South-eastern Asia,Asia,"Can Duoc, Can Giuoc areas (Long An province); U Minh and Tran Van Thoi districts (Ca Mau province); Tien Giang, Ben Tre, Soc Trang, Bac Lieu and Kien Giang provinces",,,No,No,Yes,,,Km2,,,,2024,1,,2024,6,,,,266000,,266000,,,,,10000,10000,100,,2024-05-03,2024-08-12
2025-0261-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,Tan Uyen city (Bình Duong province); Lung Cu village (Lai Chau province),,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2025,4,10,2025,4,15,3,,325,,325,,,,,,,,,2025-04-15,2025-04-18
2025-0319-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Bac Kan, Kiên Giang, Kon Tum, and Son La provinces",,Flood|Lightening,No,No,No,,,Kph,,,,2025,4,25,2025,4,28,2,3,176,,179,,,,,,,,,2025-05-05,2025-05-06
2025-0440-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Wutip',VNM,Viet Nam,South-eastern Asia,Asia,"Hue, Quang Tri, Quang Binh provinces",,Flood,No,No,No,,128,Kph,,,,2025,6,14,2025,6,15,9,,17500,,17500,,,,,,,,,2025-07-02,2025-07-14
2025-0452-VNM,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,VNM,Viet Nam,South-eastern Asia,Asia,Thai Nguyen,,,No,No,No,,,Kph,,,,2025,6,22,2025,6,22,2,3,3970,,3973,,,,,,,,,2025-07-03,2025-07-14
2025-0482-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Châu, Hà Giang, and Lào Cai",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2025,6,7,2025,6,11,3,,690,,690,,,,,,,,,2025-07-08,2025-07-14
2025-0593-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon 'Wipha' (Crising), 'Francsico' (Dante), 'Co-May' (Emong'",VNM,Viet Nam,South-eastern Asia,Asia,"Hanoi; Hung Yen, Nghe An, Thanh Hoa provinces",,Flood,No,No,No,,,Kph,,,,2025,7,22,2025,7,22,4,11,34000,,34011,,,,,,,,,2025-07-23,2025-08-01
